Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL
Roca de la Joguina,s/n,870,402638.0,4604311.0,"Roca situada a l'inici de la serra de Sant Joan propera a la una balma antiguament acondicionada  per fer vida eremítica als anys setanta del segle passat. Cal deixar la carena i davallar vers el torrent que hi ha a l'esquerra, anomenat també de Sant Joan",Sant Joan,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxv-sant-joan/
Roca del Pas de la Drecera de Sant Joan,s/n,853,402372.0,4604042.0,"Un xic més avall de la roca del Xampinyó i a l'altra banda del camí de la Drecera de Sant Joan, aquesta roca resta just en el punt on el camí forma un estret rocós, precisament a causa d'aquesta roca.",Sant Joan,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxv-sant-joan/
Roques del Triangle,s/n,884,402768.0,4604345.0,"Hi ha tres roques que formen un triangle a l’esquerra del torrent de Sant Joan i davant de la roc de la Joguina. La Roca del Triangle és la roca més gran, el coll resta prop del cim. Les dues riques més petites es troben al sud oest de la gran. Entre totes tres formen el triangle que els dóna nom.",Sant Joan,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxv-sant-joan/
Cota 474,474,892,402589.0,4603984.0,És la roca més alta de la part inferior de la serra de Sant Joan que arriba fins al camí de les Bateries.,Sant Joan,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxv-sant-joan/
Cota 474B,474 B,857,402721.0,4603814.0,"Darrera roca de la serra de Sant Joan, es tracta d'un turó situat damunt el camí de les Bateries",Sant Joan,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxv-sant-joan/
Roques dels Escolans,474 C,783,403163.0,4603837.0,És un serrat que hi ha entre el torrent Fondo i el torrent dels Escolans. En aquests serrates troben les úniques roques que constitueixen els únics punts dignes d’esment d’aquesta secció. També se les coneix per roques del Túnel. La carena està crestejada per diverses roques.,Serrat dels Monjos,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxvii/
Serrat dels Monjos,s/n,755,403625.0,4603566.0,"Carena en generalment força planera i que constitueix el mur de contenció de la part baixa de la muntanya. Al final, en la part més baixa, per la banda sud est es despenja vers les vessants de Collbató.",Serrat dels Monjos,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxvii/
Caseta del guaita,474 C,783,403477.0,4603938.0,Antiga edificació destinada a la guaita de control dels incendis. La seva presència es destacava en el perfil del serrat. Avui no existeix i només queden alguna resta de la seva base.,Serrat dels Monjos,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxvii/
Nova creu dels Escolans,474 C,783,403479.0,4603749.0,Creu que substituí una antiga creu situada en la cruïlla del camí de Collbató amb el serrat dels Monjos.,Serrat dels Monjos,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxvii/
Cota 499,499,658,403933.0,4603956.0,És el primer turó d’aquest tram de la Serra Llarga que es troba cap al sud des del coll de la Fita. En aquest coll es trobe el camí que ve de Sant Miquel i el que uneix la Santa Cova amb Collbató.,Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Cota 499 D,499 D,630,404160.0,4603853.0,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.,Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Cota 499 E,499 E,635,404160.0,4603864.0,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.,Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Cota499 F,499 F,613,404229.0,4603822.0,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.,Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Cota499C– Cap de les Canals,499 C,625,404093.0,4603973.0,"eguint la carena de la Serra Llarga, després del les agulles de l’Orella hi ha la cota 499 C.",Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Orella de Llebre (499A),499 A,619,404000.0,4603956.0,"on dos roques situades en el coll que separa la cota 499 i la resta de la Serra Llarga. La primera roca és la més propera al coll de la cota 499, és la 499 A i està formada per dos cims. La roca 499 B o segona roca d’Orella de Llebra es troba a continuació",Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Orella de Llebre (499B),499 B,612,404018.0,4603961.0,"on dos roques situades en el coll que separa la cota 499 i la resta de la Serra Llarga. La primera roca és la més propera al coll de la cota 499, és la 499 A i està formada per dos cims. La roca 499 B o segona roca d’Orella de Llebra es troba a continuació",Serra Llarga,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxviii/
Roca de l'Aleegria,s/n,860,402984.0,4604116.0,Agulla situada al sud del Puntxó d’en Tatet,Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Punxó del Tatet,s/n,883,402993.0,4604144.0,"Agulla en forma de punxó situada per sota de les roques de les roques del Fascicle, en direcció a l’oest. Aquesta roca queda abocada vers les torrentades que van a parar al torrent de Sant Joan.",Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Roca Alta de la Canal de Sant Miquel,498,916,403210.0,4604544.0,"És una roca que es troba sobre uns cingles que hi ha a la dreta de la canal que està a l’oest del coll del turó de Sant Miquel. Curiosament aquesta roca té el mateix número que el Turó de Sant Mique, segons el plànol d’en Ramon de Semir",Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Turó de Sant Miquel,498,870,403364.0,4604483.0,"Situant-se a l’ermita de Sant Miguel, a la part sud hi ha un turó que té dos puntes rocose. Aquest lloc és un bon mirador sobre l’ermita esmentada. Curiosament aquesta roca té el mateix número que la Roca Alta de la canal de Sant Miquel, segons el plànol d’en Ramon de Semir",Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Roques del fascicle,s/n,933,403073.0,4604204.0,"Després de passar les roques del camí de les ermites hi ha una carena que va en direcció al torrent de Sant Joan. Al final d'aquest carena es troben dues roques, un més gran que l'altra, i les petita constituida per dos cims",Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Roques del camí de les ermites,s/n,936,403693.0,4604828.0,Conjunt de roques que obliguen a diverses ziga-zagues en el camí de les ermites quan en aquest arriba una drecera que puja de sant Miquel.,Sant Miquel,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxix-sant-miquel/
Agulla de la Creu,621,488,403512.0,4604954.0,"És la darrera roca de la carena iniciada al mirador de Sant Miquel i deu al seu nom a la creu que hi ha el camí de la Santa Cova que correspon al cinquè Misteri de Dolor, (la Crucifixió de Jesús). Aquesta roca es compon de dues, la cota 488 és pròpiament l’agulla de la Creu i cota 489 és anomenada agulla Baixa. Llinda amb la roca del Pallasso.",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Agulla del Germà Paulí,620,497,403597.0,4604774.0,"Està situada en el camí de la Santa Cova, passada a l’agulla de la Creu. Havia estat anomenada també agulla dels Badocs i algun butlletí dels anys quaranta del segle passat li donava el nom d’agulla de la Cova. Aquest darrer nom, però, correspon, segons el plànol de Semir, a la cota 496, que es troba dalt de la carena de la Santa Cova.",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Alta Tensión,859,s/n,403043.0,4604972.0,Roca a l'est de la Granota,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
El Cargolet,881,s/n,403021.0,4604974.0,Espoló marcat al costat de la Granota i per sota de l'espoló d'en Rcihard en una carena de roques que davallen al damunt del camí de Sant Miquel,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca del Pallaso,632,487,403510.0,4604932.0,Està en la mateixa carena on hi han les roques de les Tres Torres en direcció a l’agulla de la Creu o nord-est. Al peu d’aquesta roca hi ha el primer misteri de Glòria (la Resurrecció de Jesús) del Rosari Monumental de Montserrat. Obra de l’arquitecte Antoni Gaudí i dels escultors Josep Llimona (Crist ressuscitat) i Dionís Renart (Les Tres Maries) (1903-1916),Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Esperó d’en Richard,891,s/n,403016.0,4604988.0,Espoló de grans parets verticals  al damunt de la Granota i veïna de l'espoló anomenat el Cargolet,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
La Granota,886,492,403029.0,4605015.0,"Queda sota la cota 493, baixant la mateixa carena",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca de la Vomitada,584,s/n,403430.0,4604993.0,"En el camí del Monestir a la Santa Cova i abans d’arribar al cinquè Misteri de Dolor (la Crucifixió de Jesús, obra de l’arquitecte Josep Puig i Cadafalch i de l’escultor Josep Llimona) baixa una carena que acaba pròpiament en el camí esmentat i, precisament tocant en aquest camí, hi ha la roca de la Vomitada.",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Miranda de Sant Miquel,779,482,403505.0,4604774.0,La Miranda es un bell mirador sobre la vessant del Llobregat,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca de la Cova,635,496,403645.0,4604679.0,Es el punt més alt de la carena que baixa directament a la capella de la Santa Cova,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roques de les Tres Torres,669,484-485-486,403503.0,4604867.0,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903).",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roques de les Tres Torres – I,644,486,403509.0,4604900.0,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903).",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roques de les Tres Torres – II,646,485,403506.0,4604888.0,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903).",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Torre de Sant Miquel,752,483,403503.0,4604816.0,Està al costat de la Miranda de Sant Miquel.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Agulla de la Creu – cota 489,603,489,403512.0,4604965.0,És l'agulla més baixa i propera al cinquè Misteri de Dolor,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Cota 493  (Carena de la dreta del Funicular),927,493,402957.0,4604966.0,Des del Pla de les Taràntules s’agafa una carena que baixa per la part dreta de la via del funicular de Sant Joan. Caminant es troben vàries roques i a continuació es troba seguidament la roca 493.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Cota 494 (Carena de la dreta del Funicular),876,494,403029.0,4605023.0,Es la roca que dona fi a la carena que s’ha iniciat al Pla de les Taràntules i que baixa a la dreta del funicular de Sant Joan. Queda per sota la de la roca de la Granota.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca de la Llicència o de l'Àngel,904,,403276.0,4604632.0,"Es tracta d’un bloc grandiós que sembla desprès d’alguna cinglera i que es troba a l’esquerra del camí que va del Monestir a l’ermita de Sant Miquel. No cal confondre amb una altra roca amb el mateix nom que es troba en el camí de Sta. Cecília al Monestir. Una altre roca anomenada avui del Pilot, situada en el torrent de la Coma d’en Pastor, havia estat anomenada també com a roca de l’Àngel.",Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca de l'Àvia,494,,403754.0,4604767.0,És una gran roca gaire bé enclastada a la cinglera.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Roca de fra Garí,954,,403074.0,4605040.0,És una roca que es troba propera a l’anomenada cova de Fra Garí en direcció est.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
El Gos,535,,403693.0,4604828.0,En la cruïlla del camí de la Santa Cova i el camí de la Fita surt un senderó que permet arribar a la Miranda del Monestir. Des d'ella es pot baixar a aquesta roca amb un curt ràpel,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Miranda del Monestir,,,,,Davant de l'agulla del germà Paulí hi ha una carena descendent al final de la qual hi ha un morro rocós al final del qual hi ha una gran plataforma penjada amb vista magna del Monestir.,Santa Cova,Magdalenes,https://totmontserrat.cat/muntanya/agulles/seccio-xxx-santa-cova/
Agulla de Sant Benet,1.009,516,402572.0,4605339.0,Aquesta roca es troba a la part nord de l’ermita de Sant Benet.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del camí,987,515,402725.0,4605506.0,Aquesta agulla està propera al camí que va a l’ermita de la Santíssima Trinat des de Sant Benet. És una roca petita.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del Gat,1.042,525-526,402519.0,4605340.0,"Roca veïna del contrafort de la Prenyada situada entre aquesta i l’agulla del Guarda, al costat de l’ermita de Sant Benet.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del Guarda,1.005,s/n,402563.0,4605325.0,Roca situada al damunt de la capella de Sant Joan. Probablement es tracta de cota 514 del plànol de Ramon de Semir,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del Llapis i  turó,1.092,562-563,402387.0,4605530.0,És una agulla prima i esvelta (562) situada al costat d’un turó (563) que es trobapeu de la roca de Sant Salvador.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del Pla dels Ocells,986,522,402165.0,4605299.0,Queda situada sobre mateix del camí que puja del Monestir vers al Pla dels Ocells.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla dels Retornats,840,581,402681.0,4605158.0,"Seguint el camí de les escales dels Pobres i abans de passar el Pas dels Francesos, es troba a la part dreta aquesta agulla. Un corriol porta al seu peu.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla d’en Markus Kamen,1.018,591,402410.0,4605357.0,Esta sota la roca d’en Barberà. És una agulla petita que sembla una aglà. Està dedicada a un muntanyenc mort a la muntanya.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Carena del Merlet del Pla dels Ocells,1.010,521,402203.0,4605353.0,Agulla situada a la cara nord del Merlet del Pla dels Ocells.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Contrafort de la Momieta,1.015,542,402700.0,4605514.0,"Contrafort al costat est de la Momieta, entre aquesta roca i l'agulla del Camí. Antigament fou nomenada com Roca de sobre l'agulla del Camí.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Contrafort de la Prenyada,1.056,513,402511.0,4605382.0,Roca adossada a la cara est de la Prenyada.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
El Gat Petit,1.041,s/n,402512.0,4605352.0,"Petita agulla al nord del Gat, entre aquest i el contrafort de la Prenyada.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Mòmia,1.127,509,402614.0,4605542.0,Gran roca veïna de la roca de Sant Salvador per la seva cara est. Coneguda antigament amb el nom del Canonge.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Momieta,1.078,510,402648.0,4605543.0,Roca situada a l’est de la Mòmia. Antigament se li donava el nom d’Orella de la Momia.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Panxa del Bisbe,1.047,520,402261.0,4605310.0,"Gran roca es l’ultima d’una carena descendent des de la roca de Sant Salvador, vers el sud. Està propera a la carena que conté l’agulla del Pla dels Ocells. Durant uns anys es conegué amb el nom de l’Antipàtica. És perfectament identificable per la seva forma característica.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de la Trumfa,1.024,528,402588.0,46054546.0,Queda a sota la Mòmia i al costat del camí que puja a l’ermita de Sant Salvador. Hi ha qui l’anomena també roca del Pas de la Momia,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Xirimoia,1.038,s/n,402542.0,4605461.0,Agulla veïna a l’est de la Trumfa,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
L’Elefant,1.153,502,402496.0,4605537.0,"Gran roca situada al sud-oest de la roca de Sant Salvador. Mirant aquesta roca des de Sant Benet té una extraordinària semblança a un paquiderm, en especial la part del cap amb la seva corresponent trompa i per tant aquesta roca a l’actualitat degut a la quantitat de vies que s’han fet per davant se l’atribueix amb el nom de la Trompa de l’Elefant.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Merlet del Pla dels Ocells,1.003,s/n,402189.0,4605332.0,Roca situada sota la cota 521 i al damunt de l’agulla del Pla dels Ocells.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Miranda de Sant Benet,1.044,s/n,402348.0,4605339.0,Roca sota l’agulla de Markus Kramen.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de la Prenyada,1.112,512,402469.0,4605402.0,Gran roca situada al sud de la roca de Sant Salvador. La seva particular forma és identificable des de diversos indrets.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de la Santa Creu,906,s/n,403006.0,4605488.0,"Seguint el camí vers Sant Dimes, ja prop d’aquesta ermita es passa per un estret rocós aques en el qual hi ha el coll de la roca de la Santa Creu. L’ermita està al peu d’aquesta roca a la part sud est.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de l’Avortó,1.079,511,402432.0,4605449.0,"Queda a la part de sobre de la Prenyada sota la roca de Sant Salvador, a la part sud d’aquesta",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de l’Elefantet,906,583,402799.0,4605253.0,Es troba aquesta roca a la dreta del camí que va de l’ermita de Santa Anna a l’ermita de Sant Dimas.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca de Sant Salvador,1.156,501,402471.0,4605557.0,Es la roca mes alta de la secció de Sant Salvador. La seva massa voluminosa es apreciable des de lluny.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca del Pas dels Francesos,855,582,402614.0,4605061.0,"Es troba en el mateix camí de les escales que pujant del Monestir van a l’ermita de Santa Anna i a la resta d’ermites. Es troba al damunt d’un pas molt estret, inclus hi hagut qui l’anomenat com “Estret de Gibraltar”.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Roca d’en Barberà,1.051,592,402430.0,4605372.0,Està separada per un coll al sud de la Prenyada.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Sostre del Castell del Diable o del Monestir,772,s/n,403072.0,4605359.0,"El Castell del Diable, les runes del qual es troben sota l’ermita de Sant Dimes, es troba completament penjat sobre les roques del Monestir i suspés damunt una roca que presenta una balma colossal.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Turó de Sant Dimes,920,523,403070.0,4605496.0,Sobre l’ermita de Sant Dimes hi ha aquest turó que es puja fàcilment gràcies a unes escales de ferro,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Cota 517,1.064,517,402325.0,4605439.0,Es la roca que segueix a la mateixa carena ascendent des de la Panxa a la roca de Sant Salvador després de la cota 518.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Cota 518,1.066,518,402294.0,4605391.0,Està a la mateixa carena ascendent que puja de la Panxa del Bisbe en direcció a la roca de Sant Salvador. Es troba després de la cota 519.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Cota 519,1.036,519,402277.0,4605339.0,"Per la cara nord de la Panxa del Bisbe neix una petita carena que acaba en la roca de Sant Salvador. La primera roca, veïna de la Panxa del Bisbe, és la cota 519. Actualment es coneix com agulla Tamburini.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Bimba,913,s/n,402801.0,4605343.0,"Singular roca situada damunt de l'Elefantet i a toca del camí dels Totxos. La part superior d'aquesta roca està coronada per una formació rocosa perfectament rodona. Actualment, uns cables asseguren la part superior d'aquesta roca.",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Tifa,1.107,s/n,402468.0,4605501.0,Petita roca que es troba al costat del camí que puja a l'ermita de sant Salvador. Fa coll amb l'Avortó,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
La Trumfa,1.028,528,402588.0,4605454.0,És una roca que es troba al costat del camí que puja a l'ermita de sant Salvador i del camí que va a l'ermita de la Santíssima Trinitat. Hi ha qui l'anomena roca del Pas de la Mòmia.,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla de la Verge,839,s/n,402972.0,4605313.0,"Agulla de difícil accés, però molt visibles des de diversos indrets del santuari montserrarí. Està a tocar dels edificis del santuari, l'hotel Abat Cisneros i l'alberg Abat Garriga",Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del contrafort de sant Dimes,896,s/n,403132.0,4605417.0,Sota l'ermita de sant Dimes hi ha un turó força llis del qual neix una carena descendent en direcció sud on es troba aquesta agulla,Monestir o Sant Benet,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxi-monestir-o-sant-benet/
Agulla del riu,s/n,634,403599.0,4605269.0,"Aquesta agulla també se li dona el nom de Petit Gat. Aquesta roca queda a la banda de baix del coll de la roca dels Corbs, a on hi ha el Cavall Pinteta.",Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Cap del Gat – Tossal de Mullapans,587,508,4038887.0,4605332.0,Es un tossal ben destacable des de baix el riu Llobregat a sota de la roca dels Corbs. Té unes parets altíssimes per la cara sud est. En el seu extrem es troba una agulla coneguda amb el nom de Cap de Gat per extensió del nom d’una via d’escalada.,Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Cavall Pinteta,s/n,640,403530.0,4605353.0,Petita roca que està en el coll que es troba entre la cota 590 i la roca dels Corbs. Té uns 10 metres d’alçada i queda solitària en el mig del coll.,Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
La Trona – Dau del Monestir,586,563,403699.0,4605440.0,"Aquesta agulla, també anomenada Dau del Monestir, es una roca petita. Es troba al peu de la roca dels Corbs per la seva cara nord al costat del camí de la drecera de Monistro",Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Roca de les aigues,s/n,454,403854.0,4605415.0,s una roca que es troba a l’esquerra del camí de la drecera de Monistrol abans d’arribar a la caseta de les aigües.,Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Roca dels Corbs,585,627,403691.0,4605353.0,"Es un gros roquissar situat al costat del coll a on hi ha el Cavall Pinteta. És un dels contraforts que hi han per sobre del riu Llobregat, pujant vers el Monestir.",Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Cota 590,s/n,661,403509.0,4605355.0,"Des de l’esplanada de l’aparcament de cotxes, es davalla per una carena entre roquissers formada per varis turons.",Mullapans,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxii/
Roc Gros,s/n,456,401955.0,4607137.0,"Gran pedra que es troba al peu de la carretera de Monistrol al Monestir de Santa Maria. Cal baixar per la carretera passada la Colònia Puig i la Font dels Monjos, i després d’un tancat revolt i obac per una torrentera, conegut con el revolt de la paella, es troba aquest gran roca tocant a la pròpia carretera.",Torrent Escuder,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxiii-torrent-escuder/
Roca de la Nit o Totxo de Monistrol o roca del Tupinamba,s/n,244,403095.0,4606732.0,"Aquesta roca es troba al bell mig del torrent del Cabirol i tocant el camí de les Canals, en el seu inici a prop de la carretera, és una roca grossa.",Torrent Escuder,Sant Salvador,https://totmontserrat.cat/muntanya/agulles/seccio-xxxiii-torrent-escuder/
