Name,Description
Roques del Triangle,"Hi ha tres roques que formen un triangle a l’esquerra del torrent de Sant Joan i davant de la roc de la Joguina. La Roca del Triangle és la roca més gran, el coll resta prop del cim. Les dues riques més petites es troben al sud oest de la gran. Entre totes tres formen el triangle que els dóna nom."
Cota 474,És la roca més alta de la part inferior de la serra de Sant Joan que arriba fins al camí de les Bateries.
Cota 474B,"Darrera roca de la serra de Sant Joan, es tracta d'un turó situat damunt el camí de les Bateries"
Roques dels Escolans,És un serrat que hi ha entre el torrent Fondo i el torrent dels Escolans. En aquests serrates troben les úniques roques que constitueixen els únics punts dignes d’esment d’aquesta secció. També se les coneix per roques del Túnel. La carena està crestejada per diverses roques.
Serrat dels Monjos,"Carena en generalment força planera i que constitueix el mur de contenció de la part baixa de la muntanya. Al final, en la part més baixa, per la banda sud est es despenja vers les vessants de Collbató."
Caseta del guaita,Antiga edificació destinada a la guaita de control dels incendis. La seva presència es destacava en el perfil del serrat. Avui no existeix i només queden alguna resta de la seva base.
Nova creu dels Escolans,Creu que substituí una antiga creu situada en la cruïlla del camí de Collbató amb el serrat dels Monjos.
Cota 499,És el primer turó d’aquest tram de la Serra Llarga que es troba cap al sud des del coll de la Fita. En aquest coll es trobe el camí que ve de Sant Miquel i el que uneix la Santa Cova amb Collbató.
Cota 499 D,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.
Cota 499 E,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.
Cota499 F,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.
Cota499C– Cap de les Canals,"eguint la carena de la Serra Llarga, després del les agulles de l’Orella hi ha la cota 499 C."
Orella de Llebre (499A),"on dos roques situades en el coll que separa la cota 499 i la resta de la Serra Llarga. La primera roca és la més propera al coll de la cota 499, és la 499 A i està formada per dos cims. La roca 499 B o segona roca d’Orella de Llebra es troba a continuació"
Orella de Llebre (499B),"on dos roques situades en el coll que separa la cota 499 i la resta de la Serra Llarga. La primera roca és la més propera al coll de la cota 499, és la 499 A i està formada per dos cims. La roca 499 B o segona roca d’Orella de Llebra es troba a continuació"
Roca de l'Aleegria,Agulla situada al sud del Puntxó d’en Tatet
Punxó del Tatet,"Agulla en forma de punxó situada per sota de les roques de les roques del Fascicle, en direcció a l’oest. Aquesta roca queda abocada vers les torrentades que van a parar al torrent de Sant Joan."
Roca Alta de la Canal de Sant Miquel,"És una roca que es troba sobre uns cingles que hi ha a la dreta de la canal que està a l’oest del coll del turó de Sant Miquel. Curiosament aquesta roca té el mateix número que el Turó de Sant Mique, segons el plànol d’en Ramon de Semir"
Turó de Sant Miquel,"Situant-se a l’ermita de Sant Miguel, a la part sud hi ha un turó que té dos puntes rocose. Aquest lloc és un bon mirador sobre l’ermita esmentada. Curiosament aquesta roca té el mateix número que la Roca Alta de la canal de Sant Miquel, segons el plànol d’en Ramon de Semir"
Roques del fascicle,"Després de passar les roques del camí de les ermites hi ha una carena que va en direcció al torrent de Sant Joan. Al final d'aquest carena es troben dues roques, un més gran que l'altra, i les petita constituida per dos cims"
Roques del camí de les ermites,Conjunt de roques que obliguen a diverses ziga-zagues en el camí de les ermites quan en aquest arriba una drecera que puja de sant Miquel.
Agulla de la Creu,"És la darrera roca de la carena iniciada al mirador de Sant Miquel i deu al seu nom a la creu que hi ha el camí de la Santa Cova que correspon al cinquè Misteri de Dolor, (la Crucifixió de Jesús). Aquesta roca es compon de dues, la cota 488 és pròpiament l’agulla de la Creu i cota 489 és anomenada agulla Baixa. Llinda amb la roca del Pallasso."
Agulla del Germà Paulí,"Està situada en el camí de la Santa Cova, passada a l’agulla de la Creu. Havia estat anomenada també agulla dels Badocs i algun butlletí dels anys quaranta del segle passat li donava el nom d’agulla de la Cova. Aquest darrer nom, però, correspon, segons el plànol de Semir, a la cota 496, que es troba dalt de la carena de la Santa Cova."
Alta Tensión,Roca a l'est de la Granota
El Cargolet,Espoló marcat al costat de la Granota i per sota de l'espoló d'en Rcihard en una carena de roques que davallen al damunt del camí de Sant Miquel
Roca del Pallaso,Està en la mateixa carena on hi han les roques de les Tres Torres en direcció a l’agulla de la Creu o nord-est. Al peu d’aquesta roca hi ha el primer misteri de Glòria (la Resurrecció de Jesús) del Rosari Monumental de Montserrat. Obra de l’arquitecte Antoni Gaudí i dels escultors Josep Llimona (Crist ressuscitat) i Dionís Renart (Les Tres Maries) (1903-1916)
Esperó d’en Richard,Espoló de grans parets verticals  al damunt de la Granota i veïna de l'espoló anomenat el Cargolet
La Granota,"Queda sota la cota 493, baixant la mateixa carena"
Roca de la Vomitada,"En el camí del Monestir a la Santa Cova i abans d’arribar al cinquè Misteri de Dolor (la Crucifixió de Jesús, obra de l’arquitecte Josep Puig i Cadafalch i de l’escultor Josep Llimona) baixa una carena que acaba pròpiament en el camí esmentat i, precisament tocant en aquest camí, hi ha la roca de la Vomitada."
Miranda de Sant Miquel,La Miranda es un bell mirador sobre la vessant del Llobregat
Roca de la Cova,Es el punt més alt de la carena que baixa directament a la capella de la Santa Cova
Roques de les Tres Torres,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903)."
Roques de les Tres Torres – I,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903)."
Roques de les Tres Torres – II,"Son unes roques, anomenades també l’Olla, que es troben al capdamunt de la carena de l’agulla de la Creu. És una carena que baixa paral·lela a la de la Vomitada. Al peu de la roca 485 es troba el segon misteri de Glòria (l’Ascensió de Jesús) del Rosari Monumental de Montserrat. Aquest misteri es obra de l’arquitecte Bonaventura Bassegoda i Amigó i de l’escultor Josep Reynés (1903)."
Torre de Sant Miquel,Està al costat de la Miranda de Sant Miquel.
Agulla de la Creu – cota 489,És l'agulla més baixa i propera al cinquè Misteri de Dolor
Cota 493  (Carena de la dreta del Funicular),Des del Pla de les Taràntules s’agafa una carena que baixa per la part dreta de la via del funicular de Sant Joan. Caminant es troben vàries roques i a continuació es troba seguidament la roca 493.
Cota 494 (Carena de la dreta del Funicular),Es la roca que dona fi a la carena que s’ha iniciat al Pla de les Taràntules i que baixa a la dreta del funicular de Sant Joan. Queda per sota la de la roca de la Granota.
Roca de la Llicència o de l'Àngel,"Es tracta d’un bloc grandiós que sembla desprès d’alguna cinglera i que es troba a l’esquerra del camí que va del Monestir a l’ermita de Sant Miquel. No cal confondre amb una altra roca amb el mateix nom que es troba en el camí de Sta. Cecília al Monestir. Una altre roca anomenada avui del Pilot, situada en el torrent de la Coma d’en Pastor, havia estat anomenada també com a roca de l’Àngel."
Roca de l'Àvia,És una gran roca gaire bé enclastada a la cinglera.
Roca de fra Garí,És una roca que es troba propera a l’anomenada cova de Fra Garí en direcció est.
El Gos,En la cruïlla del camí de la Santa Cova i el camí de la Fita surt un senderó que permet arribar a la Miranda del Monestir. Des d'ella es pot baixar a aquesta roca amb un curt ràpel
Miranda del Monestir,Davant de l'agulla del germà Paulí hi ha una carena descendent al final de la qual hi ha un morro rocós al final del qual hi ha una gran plataforma penjada amb vista magna del Monestir.
Agulla de Sant Benet,Aquesta roca es troba a la part nord de l’ermita de Sant Benet.
Agulla del camí,Aquesta agulla està propera al camí que va a l’ermita de la Santíssima Trinat des de Sant Benet. És una roca petita.
Agulla del Gat,"Roca veïna del contrafort de la Prenyada situada entre aquesta i l’agulla del Guarda, al costat de l’ermita de Sant Benet."
Agulla del Guarda,Roca situada al damunt de la capella de Sant Joan. Probablement es tracta de cota 514 del plànol de Ramon de Semir
Agulla del Llapis i  turó,És una agulla prima i esvelta (562) situada al costat d’un turó (563) que es trobapeu de la roca de Sant Salvador.
Agulla del Pla dels Ocells,Queda situada sobre mateix del camí que puja del Monestir vers al Pla dels Ocells.
Agulla dels Retornats,"Seguint el camí de les escales dels Pobres i abans de passar el Pas dels Francesos, es troba a la part dreta aquesta agulla. Un corriol porta al seu peu."
Agulla d’en Markus Kamen,Esta sota la roca d’en Barberà. És una agulla petita que sembla una aglà. Està dedicada a un muntanyenc mort a la muntanya.
Carena del Merlet del Pla dels Ocells,Agulla situada a la cara nord del Merlet del Pla dels Ocells.
Contrafort de la Momieta,"Contrafort al costat est de la Momieta, entre aquesta roca i l'agulla del Camí. Antigament fou nomenada com Roca de sobre l'agulla del Camí."
Contrafort de la Prenyada,Roca adossada a la cara est de la Prenyada.
El Gat Petit,"Petita agulla al nord del Gat, entre aquest i el contrafort de la Prenyada."
La Mòmia,Gran roca veïna de la roca de Sant Salvador per la seva cara est. Coneguda antigament amb el nom del Canonge.
La Momieta,Roca situada a l’est de la Mòmia. Antigament se li donava el nom d’Orella de la Momia.
La Panxa del Bisbe,"Gran roca es l’ultima d’una carena descendent des de la roca de Sant Salvador, vers el sud. Està propera a la carena que conté l’agulla del Pla dels Ocells. Durant uns anys es conegué amb el nom de l’Antipàtica. És perfectament identificable per la seva forma característica."
Roca de la Trumfa,Queda a sota la Mòmia i al costat del camí que puja a l’ermita de Sant Salvador. Hi ha qui l’anomena també roca del Pas de la Momia
La Xirimoia,Agulla veïna a l’est de la Trumfa
L’Elefant,"Gran roca situada al sud-oest de la roca de Sant Salvador. Mirant aquesta roca des de Sant Benet té una extraordinària semblança a un paquiderm, en especial la part del cap amb la seva corresponent trompa i per tant aquesta roca a l’actualitat degut a la quantitat de vies que s’han fet per davant se l’atribueix amb el nom de la Trompa de l’Elefant."
Merlet del Pla dels Ocells,Roca situada sota la cota 521 i al damunt de l’agulla del Pla dels Ocells.
Miranda de Sant Benet,Roca sota l’agulla de Markus Kramen.
Roca de la Prenyada,Gran roca situada al sud de la roca de Sant Salvador. La seva particular forma és identificable des de diversos indrets.
Roca de la Santa Creu,"Seguint el camí vers Sant Dimes, ja prop d’aquesta ermita es passa per un estret rocós aques en el qual hi ha el coll de la roca de la Santa Creu. L’ermita està al peu d’aquesta roca a la part sud est."
Roca de l’Avortó,"Queda a la part de sobre de la Prenyada sota la roca de Sant Salvador, a la part sud d’aquesta"
Roca de l’Elefantet,Es troba aquesta roca a la dreta del camí que va de l’ermita de Santa Anna a l’ermita de Sant Dimas.
Roca de Sant Salvador,Es la roca mes alta de la secció de Sant Salvador. La seva massa voluminosa es apreciable des de lluny.
Roca del Pas dels Francesos,"Es troba en el mateix camí de les escales que pujant del Monestir van a l’ermita de Santa Anna i a la resta d’ermites. Es troba al damunt d’un pas molt estret, inclus hi hagut qui l’anomenat com “Estret de Gibraltar”."
Roca d’en Barberà,Està separada per un coll al sud de la Prenyada.
Sostre del Castell del Diable o del Monestir,"El Castell del Diable, les runes del qual es troben sota l’ermita de Sant Dimes, es troba completament penjat sobre les roques del Monestir i suspés damunt una roca que presenta una balma colossal."
Turó de Sant Dimes,Sobre l’ermita de Sant Dimes hi ha aquest turó que es puja fàcilment gràcies a unes escales de ferro
Cota 517,Es la roca que segueix a la mateixa carena ascendent des de la Panxa a la roca de Sant Salvador després de la cota 518.
Cota 518,Està a la mateixa carena ascendent que puja de la Panxa del Bisbe en direcció a la roca de Sant Salvador. Es troba després de la cota 519.
Cota 519,"Per la cara nord de la Panxa del Bisbe neix una petita carena que acaba en la roca de Sant Salvador. La primera roca, veïna de la Panxa del Bisbe, és la cota 519. Actualment es coneix com agulla Tamburini."
La Bimba,"Singular roca situada damunt de l'Elefantet i a toca del camí dels Totxos. La part superior d'aquesta roca està coronada per una formació rocosa perfectament rodona. Actualment, uns cables asseguren la part superior d'aquesta roca."
La Tifa,Petita roca que es troba al costat del camí que puja a l'ermita de sant Salvador. Fa coll amb l'Avortó
La Trumfa,És una roca que es troba al costat del camí que puja a l'ermita de sant Salvador i del camí que va a l'ermita de la Santíssima Trinitat. Hi ha qui l'anomena roca del Pas de la Mòmia.
Agulla de la Verge,"Agulla de difícil accés, però molt visibles des de diversos indrets del santuari montserrarí. Està a tocar dels edificis del santuari, l'hotel Abat Cisneros i l'alberg Abat Garriga"
Agulla del contrafort de sant Dimes,Sota l'ermita de sant Dimes hi ha un turó força llis del qual neix una carena descendent en direcció sud on es troba aquesta agulla
Agulla del riu,"Aquesta agulla també se li dona el nom de Petit Gat. Aquesta roca queda a la banda de baix del coll de la roca dels Corbs, a on hi ha el Cavall Pinteta."
Cap del Gat – Tossal de Mullapans,Es un tossal ben destacable des de baix el riu Llobregat a sota de la roca dels Corbs. Té unes parets altíssimes per la cara sud est. En el seu extrem es troba una agulla coneguda amb el nom de Cap de Gat per extensió del nom d’una via d’escalada.
Cavall Pinteta,Petita roca que està en el coll que es troba entre la cota 590 i la roca dels Corbs. Té uns 10 metres d’alçada i queda solitària en el mig del coll.
La Trona – Dau del Monestir,"Aquesta agulla, també anomenada Dau del Monestir, es una roca petita. Es troba al peu de la roca dels Corbs per la seva cara nord al costat del camí de la drecera de Monistro"
Roca de les aigues,s una roca que es troba a l’esquerra del camí de la drecera de Monistrol abans d’arribar a la caseta de les aigües.
Roca dels Corbs,"Es un gros roquissar situat al costat del coll a on hi ha el Cavall Pinteta. És un dels contraforts que hi han per sobre del riu Llobregat, pujant vers el Monestir."
Cota 590,"Des de l’esplanada de l’aparcament de cotxes, es davalla per una carena entre roquissers formada per varis turons."
Roc Gros,"Gran pedra que es troba al peu de la carretera de Monistrol al Monestir de Santa Maria. Cal baixar per la carretera passada la Colònia Puig i la Font dels Monjos, i després d’un tancat revolt i obac per una torrentera, conegut con el revolt de la paella, es troba aquest gran roca tocant a la pròpia carretera."
Roca de la Nit o Totxo de Monistrol o roca del Tupinamba,"Aquesta roca es troba al bell mig del torrent del Cabirol i tocant el camí de les Canals, en el seu inici a prop de la carretera, és una roca grossa."
Roca de Mitjarda o  dels Bombers,"Per damunt del camí de les Canals, a prop del torrent de l’Escuder i hi ha vàries roques espargides, la primera roca que es troba és la roca de la Mitja tarda. Cal advertir que Josep Barberà, situa aquestes roques per sota del camí de les Canals."
Roca del Capvespre,"Per damunt del camí de les Canals, a prop del torrent de l’Escuder i hi ha vàries roques espargides, la primera roca que es troba és la roca de la Mitja tarda per sota aquesta roca i en el mateix torrent de l’Escuder es troba la roca del Capvespre. Pròpiament són dues enganxades. Cal advertir que Josep Barberà, situa aquestes roques per sota del camí de les Canals."
Roca Fantasma,"Desprès de la cruïlla de carreteres, una que ve de can Maçana i l’altra de Monistrol, i a la seva unió per originar la carretera que va al Monestir de Santa Maria hi ha una cadena descendent a l’esquerra d’aquesta carretera. A la fi d’aquesta carena es troba aquesta roca."
Roca veïna de la roca de Mitjatarda,"Està per sota de la roca de la Mitjatarda. A la seva base hi ha un petit replà, obrat recentment. Hi ha un mur de pedres"
Roca veïna de la roca del Capvespre,Aquesta roca està per sota de la roca veïna de la roca de Mitjatarda. La seva base fa una molt petita bauma i una acumulació de pedres sembla que siguin restes d'un antic tancament.
Roca plana veïna de la roca del Capvespre,Roca a tocar a la roca del Capvespre per la seva cara oest. La seva part superior és plana i es passa per damunt a peu.
Boleta de la Fisura,Esbelta agulla situada al final d'una carena que baixa a la vessant dreta d'un torrrent que neix a la sortida nord del túnel dels Apòstols del cremallera. Està molt a prop de la drecera de Monistrol o dels Tres Quarts
Ressalt dels Peregrins,A sota de la Boleta de la Fisura i del cami de la Drecera de Monistrol surt una petita carena que acaba en una penjada cinglera que cau al damunt del camí de dalt les Canals
Agulla Puig Cugul,Agulla situada a tocar de la vessant est de la Boleta de la Fissura
Agulla de la Canal Plana,Queda un xic mes avall de la roca de l’Urbain Té una llarga i dreta aresta nord.
Agulla de la Mitra,"Al peu de la Punxa hi ha una petita carena descendent vers el nord. La Mitra és la tercera roca d’aquesta carena després de les roques de les cotes 558 i 559. Forma coll amb la següent agulla de la carena, les roques de la Nansa."
Agulla dels Degotalls,Agulla a l'extrem nord d'una carena que baixa de l'extrem nord de la regió dels Flautats originant-se a partir de la Nansa i la Mitra. Es troba al damunt dels Degotalls i ben visible des del camí de l'Arrel.
Boleta de Trinitats o Quarta de la Trinitats,Aquest agulla també és anomenada Quarta de Trinitats. L’ermita de la Santíssima Trinitat es troba just a sota d’aquesta roca. És l’inici d’una petita carena que es troba a l’esquerra d’una canal que acaba al damunt de l’ermita.
Cadireta del Diable,Es l’última agulla dels Flautats per la part est i forma colla amb la cota 507.
Cota 540,Es l’última agulla dels Flautats per la part est i forma colla amb la cota 507.
Cota 541,Es l’última agulla dels Flautats per la part est i forma colla amb la cota 507.
Cota 558,Al peu de la Punxa hi ha una petita caren descendent vers el nord. Les dues primeres roques d’aquest carena són les cotes 558 i 559.
Cota 559,Al peu de la Punxa hi ha una petita caren descendent vers el nord. Les dues primeres roques d’aquest carena són les cotes 558 i 559.
El Fesolet,"Agulla situada en la carena dels Flautats, queda al damunt de la Mòmia i forma coll amb la roca del Moro Joan (Fesolet inferior)."
El Pebrot,"És la roca més alta de la carena que puja des de l’ermita de la Santíssima Trinitat vers els Flautats. Presenta dos colls, el del més al nord, el forma amb els Flautats i el del sud amb el Sereno."
El Pito del Sereno,Agulla esvelta i allargassada que és la primera d’una carena situada a la part nord de l’ermita de la Santíssima Trinitat en direcció als Flautats i a la dreta d’una canal que acaba a l’ermita.
El Sereno,Aquesta agulla és veïna del Pito del Sereno per la seva part nord en la carena que puja des de Trinitats als Flautats.
Flautats – 505,Agulla de la carena dels Flautats. Forma coll a l’oest amb el Fesolet i a l’est amb la cota 506.
Flautats – 506,Agulla de la carena dels Flautats. Forma coll a l’oest amb la cota 505 i a l’est amb la cota 507
Flautats – 507,Agulla de la carena dels Flautats. Forma coll a l’oest amb la cota 506 i a l’est amb la Cadireta del Diable
La Carota,"Agulla per damunt de la Nineta, en la mateixa carena que està a la dreta de la canal que acaba a l’ermita de la Santíssima Trinitat."
La Flama o el Didal,Petita agulla en forma de didal situada al peu del Flautat-505 per la seva cara nord.
La Nineta,Agulla veïna per un coll a la part nord-est amb la Boleta de Trinitats o Quarta de Trinitats. Queda sota de la roca de la Carota.
La Porra,Primera agulla d’una cadena descendent per la vessant nord des dels Flautats.
La Punxa,Segona agulla d’una cadena descendent per la vessant nord des dels Flautats i veïna de la Porra.
Roca de la Cara de la Vella,Darrera roca d’una cadena descendent per la vessant nord des dels Flautats i veïna de la Punxa.
Roca de les Lluernes,Agulla situada a l’inici de la serra de les Lluernes i a l’inici de la canal Plana. En la descripció de Josep Barberà aquesta agulla estava situada en la secció Cavall Bernat.
Roca de l’Urbain,"Agulla situada al nord de la Flama o el Didal i pel damunt, a la dreta, de la la Canal Plana."
Roca del Moro Joan o el Fessolet inferior,"Es una petita roca situada a l’inici de la carena que es coneix amb el nom dels Flautats. Fa coll amb la següent agulla d’aquesta carena, el Fesolet, i és veïna de la roca de Sant Salvador de la qual es troba separada per un marcat coll. També ha estat anomenada Fesolet inferior."
Roques de la Nansa,Són les últimes roques d’una petita carena descendent cap al nord al peu de la Punxa. Formen coll amb la Mitra.
Roca del Bosc,"Roca situada al damunt de l'agulla dels Degotalls. És de difícil localització per la vegetació que l'envolta. Està per sobre de les cingleres de l’agulla dels Degotalls, un xic més amunt d'elles"
El Cavall Bernat,"De totes les agulles de Montserrat, el Cavall Bernat és la més coneguda i destacada. Aquesta monòlit s’aboca al damunt de la muralla nord del massís amb una paret de 245 metres mentre que en l’altra vessant, la serra de Lluernes, només té 60 metres de des"
Morral del Cavall,Roca propera a la roca del Cavall Bernat i sota la carena descendent d'ella
Agulla del Consol,"Segons referencias aquesta roca es deia dels Furons, queda integrada en el grup de les roques dels Falcons"
Roques dels Falcons - Cota 551,"Aquest cota forma part d'un grup de tres roques situades sota de l’agulla del Consol. La primera ésaquesta, la 551, i no és res més que el replà de la part nord oest de l’agulla del Consol"
Roques dels Falcons - Cota 552,Aquest cota forma part d'un grup de tres Sroques situades sota de l’agulla del Consol.Es troba al nord de la cota 551
Roques dels Falcons - Cota 553,Aquest cota forma part d'un grup de tres roques situades sota de l’agulla del Consol. Està situada al nord de la cota 552
Serrat de les Barretines - cota 554,Cota situada a la part sud de la cota 565 del serrat de les Barretines. Aquest serrat s’inicia en la cota 553 de les roques dels Falcons i s’estén vers el nord en forma descendent.
Serrat de les Barretines - cota 565,Cota situada a la part sud de la Barretina gran en el serrat de les Barretines. Aquest serrat s’inicia en la cota 553 de les roques dels Falcons i s’estén vers el nord en forma descendent.
Serra del Forat del Vent - cota 555,Per sota de la cota 557 hi ha tres roques juntes. La més orientada a l'est és la cota 555
Serra del Forat del Vent - cota 557,Aquesta cota està situada a la part alta del serrat del Forat del Vent per sota de la cota 573
Barretina Gran,Important roca situada als inicis del serrat de les Barretines situat tot seguit cap al sud del serrat dels Falcons
Barretina Petita,Agulla del serrat de les Barretines al costat de la cota 565 en la seva vessant nord est.
Cota 568,Agulla del serrat de les Barretines al costat de la Barretina petita en la seva vessant nord est.
Cota 572,"Desprès de la Barretina Petita, per la part baixa i seguint la mateixa direcció nord est del serrat de les Barretines es troba un turó, la cota 568 i  a continuació la cota 572."
Agulla Despistada,Agulla veïna de la roca del Projectil per la seva vessant oest. És una altívola i estreta agulla.
El Projectil,"El nom d’aquesta roca és oportú perquè realment sembla un obús. És la darrera roca del serrat de les Barretines,"
Cota 571,"Aquesta cota es troba en el serrat de les Barretines seguint avall sota la cota 572, a la part esquerra i abocada al torrent. Un mica més avall hi ha la roca del Projectil i al mig de les dues, l'agulla Despistada."
Serra del Forat del Vent - cota 573,"Aquesta cota està en la part superior del serrat dele Forat del Vent per damunt de la cota 573 i per sota de la cota 575, petit turó de la serra de les Lluernes."
Cota 574,Agulla del serrat de les Lluernes propera a l’agulla del Consol en la seva vesant nord. És un turó rocós.
Roques baixes del Forat del Vent - 578,Son dos roques que estan sota les Roques del Forat del Vent en la seva cara nord.
Serra del Forat del Vent - cota 579,"Per sota de la cota 557 hi ha tres roques juntes. La més central de les tres, és la cota 579."
Serra del Forat del Vent - cota 556,"Per sota de la cota 557 hi ha tres roques juntes. En una d’elles, la més orientada a l'oest, és la cota 556. Aquesta roca presenta un pont natural que dóna origen al Forat del Vent."
Agulla de la Perduda,Agulla veïna del turó de la cota 568 i la cota 572 per la seva cara oest.
Serra de les Lluernes - cota 547,La serra de les Lluernes s’inici a la roca de Sant Salvador i va fins al Cavall Bernat. Aquesta cota es troba entre el grup de roques dels Falcons i el cavall Bernat.
Serra de les Lluernes - cota 546,La serra de les Lluernes s’inici a la roca de Sant Salvador i va fins al Cavall Bernat. Aquesta cota es troba entre el grup de roques dels Falcons i el cavall Bernat.
Serra de les Lluernes - cota 545,La serra de les Lluernes s’inici a la roca de Sant Salvador i va fins al Cavall Bernat. Aquesta cota es troba entre el grup de roques dels Falcons i el cavall Bernat.
Serra de les Lluernes - cota 544,La serra de les Lluernes s’inici a la roca de Sant Salvador i va fins al Cavall Bernat. Aquesta cota es troba entre el grup de roques dels Falcons i el cavall Bernat.
Serra de les Lluernes - cota 576,La serra de les Lluernes s’inici a la roca de Sant Salvador i va fins al Cavall Bernat. Aquesta cota es troba entre el grup de roques dels Falcons i el cavall Bernat.
Agulla Ratpenat,"Espoló situat immediatament a l'esquerra de la canal del Cavall segons es mira, a la mateixa alçada del Projectil i a l'esquerra de l'agulla Panxuda."
Agulla Panxuda,"Espoló situat immediatament a l'esquerra de la canal del Cavall segons es mira , a la mateixa alçada del Projectil i a la dreta de l'agulla del Ratpenat."
Serra de les Lluernes - Cota 575,"Turó situat a la serra de les Lluernes. D'aquest turó surten les roques dels Falcons i, per la part Nord-Est el serrat del Forat del Vent."
Agulla de la Maria Lluïsa,"Agulla situada sota el camí de l'Arrel, a la mateixa carena descendent del Projectil i propera a les cingleres. La primera ascensió fou feta per C.Pujol, C.Andrés i L. Rodrigo el 29 de setembre de 1954. El nom d’aquesta agulla fou donat, segons la filla de Carles Pujol Paulí, un dels seus primers escaladors, en honor a la seva mare que es deia Maria Lluïsa."
Agulla Ajaguda,"És la roca més destacada i esvelta d’aquesta secció. Està en el coll del Bassal dels Gats o, segons algunes persoens coll de l'Ajaguda.  En Josep Barberà anomena aquest coll com a Muset tot i que aquest està en una altra part del massís."
Agulla de Can Jorba,Agulla situada al marge esquerra del torrent del Migdia en la seva part alta on hi ha el Joc de l'Oca.
Agulla de la Llevantada,Petita agulla situada al costat mateix de la roca de la Castanyada
Agulla de la veïna de la Llevantada,Roca situada trente metres al sud de l'agulla de la Llevantada
Agulla de l'Avenc,"Aquesta agulla és veïna amb l’Agulla Ajaguda, ambdues formen una unitat perfectament identificable per la seva peculiar forma."
Agulla de l'Ocell Mort,Agulla situada en l'indret del coll del Bassal dels Gats. És veïna de l'agulla del Jardí.
Agulla del Jardí,Agulla propera al coll del Bassal dels Gats. Està situada al sud oest de la veïna agulla de l’Avenc.
Agulla del Pilot,Roca arrodonida situada a l'esquerra del senderó que puja pel torrent de la Coma d'en Pastor.
Agulla del Saltet,Gran roca situada al final d’una petita carena iniciada en el coll del Bassal dels Gats. És veïna de l'agulla de l’Ocell Mort. Com indica el seu nom és pot saltar d'una roca a l'altra.
Agulla Santllorentina del torrent de l'Estevet,Agulla de petites dimensions situada a la part mitja del torrent de l'Estevet per damunt de les roques de la Castanyada. Està just al damunt del camí i s'identifica també per una marca de pintura en el costat nord-oest.
El Cadirot,Gros bloc de pedra proper al Cadirot però situat un mica més al sud
El Capritx,Es tracta d'un ressalt rocós.
El Fitot,Petita roca situada al peu de la roca de la Castanyada pel cantó sud.
El Pit Roig,"Bloc que es troba enganxat a la base d’un cinglera que es troba pujant pel torrent de la Coma d’en Pastor més amunt de les Esquerdades, al mateix nivell de la roca de sant Miquel. La primera ascensió fou feta per Xavi Rosell i Pep Rigol el 24 de desembre de 2005."
El Taulot,"Bloc de grans dimensions de forma rectangular situat al mig del torrent de la Coma dels Naps de Baix just en el punt on aquest creua el camí de la cova del Cabrit al coll de la Palomera. Al costat hi ha uns altres rocs, tot i que el Taulot és el més destacat."
Fita de la Palomera,Punta rocosa de reduïdes dimensions que es troba a la part baixa del serrat de la Palomera molt a prop del camí.
La Fitota,És la roca més destacable de totes les roques situades a la vesant sud de la roca de la Castanyada després del Fitot.
La Parelleta - punta nord,Són un parell de roques de característiques similars una al costat de l'altra amb algun punt de contacte.
La Parelleta - punta sud,Són un parell de roques de característiques similars una al costat de l'altra amb algun punt de contacte.
Les Esquerdades,"Grup de tres roques recolzades entre si, separades per una sèrie de forats interiors. La roca més alta es troba en la part nord. Pujant pel camí del torrent de la Coma d'en Pastir són ben visibles a mà dreta."
Mirador de l'Oliverar,Petita roca situada a l'extrem més meridional del serrat de la Palomera. Des del seu cim es té molt bona vista.
Mirador del Castell,Són sis puntes rocoses situada a l'extrem més al sud de la carena que separa els torrents de la Coma d'en Pastor i el de l'Estevet.
Mirador del coll de Mosset,Petit turó situat damunt del torrent del Migdia a l'entrada superior del Joc de l'Oca. David Hita indica que el camí que discorre entre el torrent del Migdia i el coll de la Palomera passa pel seu coll.
